draw,date,ad_date,numbers,price,lottery_type
111000275,111/11/17,2022-11-17,"03,13,22,27,30",8000000,daily_cash
111000276,111/11/18,2022-11-18,"01,04,05,07,09",8000000,daily_cash
111000277,111/11/19,2022-11-19,"17,21,22,31,35",8000000,daily_cash
111000278,111/11/21,2022-11-21,"01,08,21,28,38",8000000,daily_cash
111000279,111/11/22,2022-11-22,"06,10,16,19,30",8000000,daily_cash
111000280,111/11/23,2022-11-23,"02,22,27,30,37",8000000,daily_cash
111000281,111/11/24,2022-11-24,"04,17,27,33,37",8000000,daily_cash
111000282,111/11/25,2022-11-25,"08,18,25,28,36",8000000,daily_cash
111000283,111/11/26,2022-11-26,"11,18,20,24,26",8000000,daily_cash
111000284,111/11/28,2022-11-28,"07,09,17,27,39",8000000,daily_cash
111000285,111/11/29,2022-11-29,"08,11,14,25,29",8000000,daily_cash
111000286,111/11/30,2022-11-30,"09,13,16,24,37",8000000,daily_cash
111000287,111/12/01,2022-12-01,"14,16,24,26,30",8000000,daily_cash
111000288,111/12/02,2022-12-02,"01,03,04,13,18",8000000,daily_cash
111000289,111/12/03,2022-12-03,"11,13,21,28,29",8000000,daily_cash
111000290,111/12/05,2022-12-05,"05,14,16,18,24",8000000,daily_cash
111000291,111/12/06,2022-12-06,"12,13,16,18,25",8000000,daily_cash
111000292,111/12/07,2022-12-07,"01,10,25,34,36",8000000,daily_cash
111000293,111/12/08,2022-12-08,"16,19,21,22,23",8000000,daily_cash
111000294,111/12/09,2022-12-09,"12,13,17,35,37",8000000,daily_cash
111000295,111/12/10,2022-12-10,"08,10,18,29,39",8000000,daily_cash
111000296,111/12/12,2022-12-12,"13,16,23,27,28",8000000,daily_cash
111000297,111/12/13,2022-12-13,"01,09,12,27,28",8000000,daily_cash
111000298,111/12/14,2022-12-14,"10,12,16,31,36",8000000,daily_cash
111000299,111/12/15,2022-12-15,"01,06,14,18,24",8000000,daily_cash
111000300,111/12/16,2022-12-16,"03,14,15,19,34",8000000,daily_cash
111000301,111/12/17,2022-12-17,"03,10,11,12,24",8000000,daily_cash
111000302,111/12/19,2022-12-19,"06,09,13,21,35",8000000,daily_cash
111000303,111/12/20,2022-12-20,"06,09,13,25,29",8000000,daily_cash
111000304,111/12/21,2022-12-21,"12,13,20,24,32",8000000,daily_cash
111000305,111/12/22,2022-12-22,"03,07,09,18,33",8000000,daily_cash
111000306,111/12/23,2022-12-23,"23,27,29,30,35",8000000,daily_cash
111000307,111/12/24,2022-12-24,"01,03,04,31,34",8000000,daily_cash
111000308,111/12/26,2022-12-26,"02,06,12,13,28",8000000,daily_cash
111000309,111/12/27,2022-12-27,"08,20,31,35,38",8000000,daily_cash
111000310,111/12/28,2022-12-28,"06,16,18,24,27",8000000,daily_cash
111000311,111/12/29,2022-12-29,"01,08,18,25,38",8000000,daily_cash
111000312,111/12/30,2022-12-30,"04,05,08,10,29",8000000,daily_cash
111000313,111/12/31,2022-12-31,"01,10,15,20,26",8000000,daily_cash
112000001,112/01/02,2023-01-02,"06,08,10,12,25",8000000,daily_cash
112000002,112/01/03,2023-01-03,"12,14,25,30,34",8000000,daily_cash
112000003,112/01/04,2023-01-04,"08,18,29,31,36",8000000,daily_cash
112000004,112/01/05,2023-01-05,"17,26,29,36,39",8000000,daily_cash
112000005,112/01/06,2023-01-06,"10,30,35,38,39",8000000,daily_cash
112000006,112/01/07,2023-01-07,"03,06,08,23,30",8000000,daily_cash
112000007,112/01/09,2023-01-09,"06,13,30,31,34",8000000,daily_cash
112000008,112/01/10,2023-01-10,"02,08,18,22,29",8000000,daily_cash
112000009,112/01/11,2023-01-11,"23,26,31,34,35",8000000,daily_cash
112000010,112/01/12,2023-01-12,"03,14,26,29,37",8000000,daily_cash
112000011,112/01/13,2023-01-13,"04,09,26,29,31",8000000,daily_cash
112000012,112/01/14,2023-01-14,"04,08,12,23,29",8000000,daily_cash
112000013,112/01/16,2023-01-16,"04,07,11,12,29",8000000,daily_cash
112000014,112/01/17,2023-01-17,"04,06,26,28,39",8000000,daily_cash
112000015,112/01/18,2023-01-18,"06,12,18,34,39",8000000,daily_cash
112000016,112/01/19,2023-01-19,"01,03,12,28,34",8000000,daily_cash
112000017,112/01/20,2023-01-20,"05,06,15,19,25",8000000,daily_cash
112000018,112/01/21,2023-01-21,"08,12,14,28,35",8000000,daily_cash
112000019,112/01/23,2023-01-23,"04,12,13,14,22",8000000,daily_cash
112000020,112/01/24,2023-01-24,"06,08,16,19,31",8000000,daily_cash
112000021,112/01/25,2023-01-25,"01,05,15,19,20",8000000,daily_cash
112000022,112/01/26,2023-01-26,"06,10,12,33,36",8000000,daily_cash
112000023,112/01/27,2023-01-27,"02,16,19,24,27",8000000,daily_cash
112000024,112/01/28,2023-01-28,"09,18,29,32,38",8000000,daily_cash
112000025,112/01/30,2023-01-30,"08,17,18,25,36",8000000,daily_cash
112000026,112/01/31,2023-01-31,"02,03,06,23,38",8000000,daily_cash
112000027,112/02/01,2023-02-01,"16,19,23,36,38",8000000,daily_cash
112000028,112/02/02,2023-02-02,"11,12,27,30,38",8000000,daily_cash
112000029,112/02/03,2023-02-03,"01,07,19,21,31",8000000,daily_cash
112000030,112/02/04,2023-02-04,"13,15,18,22,24",8000000,daily_cash
112000031,112/02/06,2023-02-06,"03,15,16,28,31",8000000,daily_cash
112000032,112/02/07,2023-02-07,"01,13,25,26,27",8000000,daily_cash
112000033,112/02/08,2023-02-08,"13,15,17,28,37",8000000,daily_cash
112000034,112/02/09,2023-02-09,"22,32,35,38,39",8000000,daily_cash
112000035,112/02/10,2023-02-10,"04,17,25,26,34",8000000,daily_cash
112000036,112/02/11,2023-02-11,"07,27,30,31,39",8000000,daily_cash
112000037,112/02/13,2023-02-13,"05,06,16,31,34",8000000,daily_cash
112000038,112/02/14,2023-02-14,"09,12,16,28,37",8000000,daily_cash
112000039,112/02/15,2023-02-15,"04,23,24,32,37",8000000,daily_cash
112000040,112/02/16,2023-02-16,"05,17,25,35,39",8000000,daily_cash
112000041,112/02/17,2023-02-17,"09,22,25,27,31",8000000,daily_cash
112000042,112/02/18,2023-02-18,"08,12,18,20,32",8000000,daily_cash
112000043,112/02/20,2023-02-20,"14,24,30,32,38",8000000,daily_cash
112000044,112/02/21,2023-02-21,"02,17,25,29,37",8000000,daily_cash
112000045,112/02/22,2023-02-22,"02,11,16,17,37",8000000,daily_cash
112000046,112/02/23,2023-02-23,"07,11,13,17,27",8000000,daily_cash
112000047,112/02/24,2023-02-24,"08,11,12,16,30",8000000,daily_cash
112000048,112/02/25,2023-02-25,"04,06,27,38,39",8000000,daily_cash
112000049,112/02/27,2023-02-27,"05,21,31,33,38",8000000,daily_cash
112000050,112/02/28,2023-02-28,"06,08,23,27,33",8000000,daily_cash
112000051,112/03/01,2023-03-01,"26,30,32,36,37",8000000,daily_cash
112000052,112/03/02,2023-03-02,"01,04,09,24,37",8000000,daily_cash
112000053,112/03/03,2023-03-03,"08,16,17,34,35",8000000,daily_cash
112000054,112/03/04,2023-03-04,"04,09,25,32,39",8000000,daily_cash
112000055,112/03/06,2023-03-06,"01,08,19,21,37",8000000,daily_cash
112000056,112/03/07,2023-03-07,"05,09,10,17,19",8000000,daily_cash
112000057,112/03/08,2023-03-08,"15,19,22,24,39",8000000,daily_cash
112000058,112/03/09,2023-03-09,"11,26,30,38,39",8000000,daily_cash
112000059,112/03/10,2023-03-10,"08,15,33,35,39",8000000,daily_cash
112000060,112/03/11,2023-03-11,"04,07,14,22,24",8000000,daily_cash
112000061,112/03/13,2023-03-13,"02,10,23,30,35",8000000,daily_cash
112000062,112/03/14,2023-03-14,"15,18,22,24,30",8000000,daily_cash
112000063,112/03/15,2023-03-15,"09,15,25,26,33",8000000,daily_cash
112000064,112/03/16,2023-03-16,"10,21,25,37,38",8000000,daily_cash
112000065,112/03/17,2023-03-17,"05,11,17,27,32",8000000,daily_cash
112000066,112/03/18,2023-03-18,"03,07,22,30,37",8000000,daily_cash
112000067,112/03/20,2023-03-20,"05,10,18,20,37",8000000,daily_cash
112000068,112/03/21,2023-03-21,"03,12,16,22,38",8000000,daily_cash
112000069,112/03/22,2023-03-22,"02,05,17,27,37",8000000,daily_cash
112000070,112/03/23,2023-03-23,"05,12,33,36,38",8000000,daily_cash
112000071,112/03/24,2023-03-24,"08,19,27,34,37",8000000,daily_cash
112000072,112/03/25,2023-03-25,"06,10,24,33,35",8000000,daily_cash
112000073,112/03/27,2023-03-27,"06,10,11,32,39",8000000,daily_cash
112000074,112/03/28,2023-03-28,"02,05,09,10,32",8000000,daily_cash
112000075,112/03/29,2023-03-29,"16,32,36,37,39",8000000,daily_cash
112000076,112/03/30,2023-03-30,"07,13,18,25,39",8000000,daily_cash
112000077,112/03/31,2023-03-31,"02,21,26,27,35",8000000,daily_cash
112000078,112/04/01,2023-04-01,"09,10,16,21,26",8000000,daily_cash
112000079,112/04/03,2023-04-03,"06,07,22,23,33",8000000,daily_cash
112000080,112/04/04,2023-04-04,"02,13,27,31,38",8000000,daily_cash
112000081,112/04/05,2023-04-05,"03,06,21,31,38",8000000,daily_cash
112000082,112/04/06,2023-04-06,"09,11,24,37,39",8000000,daily_cash
112000083,112/04/07,2023-04-07,"10,16,31,36,39",8000000,daily_cash
112000084,112/04/08,2023-04-08,"08,18,20,27,31",8000000,daily_cash
112000085,112/04/10,2023-04-10,"06,25,30,34,36",8000000,daily_cash
112000086,112/04/11,2023-04-11,"01,05,06,37,38",8000000,daily_cash
112000087,112/04/12,2023-04-12,"04,10,11,17,38",8000000,daily_cash
112000088,112/04/13,2023-04-13,"13,14,18,26,29",8000000,daily_cash
112000089,112/04/14,2023-04-14,"03,05,17,31,36",8000000,daily_cash
112000090,112/04/15,2023-04-15,"01,09,17,31,37",8000000,daily_cash
112000091,112/04/17,2023-04-17,"04,09,16,32,33",8000000,daily_cash
112000092,112/04/18,2023-04-18,"11,17,21,31,33",8000000,daily_cash
112000093,112/04/19,2023-04-19,"15,20,33,34,39",8000000,daily_cash
112000094,112/04/20,2023-04-20,"04,19,22,29,37",8000000,daily_cash
112000095,112/04/21,2023-04-21,"02,07,26,28,32",8000000,daily_cash
112000096,112/04/22,2023-04-22,"10,14,21,27,29",8000000,daily_cash
112000097,112/04/24,2023-04-24,"01,10,16,21,24",8000000,daily_cash
112000098,112/04/25,2023-04-25,"01,05,12,34,36",8000000,daily_cash
112000099,112/04/26,2023-04-26,"02,20,21,29,33",8000000,daily_cash
112000100,112/04/27,2023-04-27,"03,13,22,32,39",8000000,daily_cash
112000101,112/04/28,2023-04-28,"07,10,11,36,39",8000000,daily_cash
112000102,112/04/29,2023-04-29,"06,08,22,32,38",8000000,daily_cash
112000103,112/05/01,2023-05-01,"10,14,20,28,31",8000000,daily_cash
112000104,112/05/02,2023-05-02,"01,03,05,27,29",8000000,daily_cash
112000105,112/05/03,2023-05-03,"05,07,26,34,35",8000000,daily_cash
112000106,112/05/04,2023-05-04,"14,23,25,26,34",8000000,daily_cash
112000107,112/05/05,2023-05-05,"01,07,24,30,32",8000000,daily_cash
112000108,112/05/06,2023-05-06,"04,05,26,28,32",8000000,daily_cash
112000109,112/05/08,2023-05-08,"03,07,27,29,34",8000000,daily_cash
112000110,112/05/09,2023-05-09,"02,04,13,23,36",8000000,daily_cash
112000111,112/05/10,2023-05-10,"11,12,25,31,37",8000000,daily_cash
112000112,112/05/11,2023-05-11,"04,05,09,27,34",8000000,daily_cash
112000113,112/05/12,2023-05-12,"14,20,21,23,25",8000000,daily_cash
112000114,112/05/13,2023-05-13,"03,12,15,27,35",8000000,daily_cash
112000115,112/05/15,2023-05-15,"05,06,07,08,24",8000000,daily_cash
112000116,112/05/16,2023-05-16,"13,25,27,36,38",8000000,daily_cash
112000117,112/05/17,2023-05-17,"05,11,14,30,38",8000000,daily_cash
112000118,112/05/18,2023-05-18,"08,20,32,34,36",8000000,daily_cash
112000119,112/05/19,2023-05-19,"16,27,33,34,36",8000000,daily_cash
112000120,112/05/20,2023-05-20,"01,10,24,28,34",8000000,daily_cash
112000121,112/05/22,2023-05-22,"10,15,25,31,39",8000000,daily_cash
112000122,112/05/23,2023-05-23,"10,14,34,35,38",8000000,daily_cash
112000123,112/05/24,2023-05-24,"08,10,16,21,34",8000000,daily_cash
112000124,112/05/25,2023-05-25,"14,16,18,20,33",8000000,daily_cash
112000125,112/05/26,2023-05-26,"06,07,13,22,29",8000000,daily_cash
112000126,112/05/27,2023-05-27,"01,18,24,25,39",8000000,daily_cash
112000127,112/05/29,2023-05-29,"01,10,14,27,37",8000000,daily_cash
112000128,112/05/30,2023-05-30,"05,12,15,20,21",8000000,daily_cash
112000129,112/05/31,2023-05-31,"05,06,07,34,36",8000000,daily_cash
112000130,112/06/01,2023-06-01,"08,18,25,27,34",8000000,daily_cash
112000131,112/06/02,2023-06-02,"04,08,09,22,37",8000000,daily_cash
112000132,112/06/03,2023-06-03,"03,07,13,23,34",8000000,daily_cash
112000133,112/06/05,2023-06-05,"01,05,16,20,29",8000000,daily_cash
112000134,112/06/06,2023-06-06,"11,18,26,29,37",8000000,daily_cash
112000135,112/06/07,2023-06-07,"03,07,08,11,29",8000000,daily_cash
112000136,112/06/08,2023-06-08,"01,12,15,23,38",8000000,daily_cash
112000137,112/06/09,2023-06-09,"02,13,15,17,29",8000000,daily_cash
112000138,112/06/10,2023-06-10,"01,08,09,19,28",8000000,daily_cash
112000139,112/06/12,2023-06-12,"08,13,19,22,26",8000000,daily_cash
112000140,112/06/13,2023-06-13,"24,29,34,36,37",8000000,daily_cash
112000141,112/06/14,2023-06-14,"01,06,21,32,34",8000000,daily_cash
112000142,112/06/15,2023-06-15,"02,11,15,18,21",8000000,daily_cash
112000143,112/06/16,2023-06-16,"09,12,24,28,39",8000000,daily_cash
112000144,112/06/17,2023-06-17,"02,09,20,29,36",8000000,daily_cash
112000145,112/06/19,2023-06-19,"01,13,33,36,39",8000000,daily_cash
112000146,112/06/20,2023-06-20,"11,25,27,34,37",8000000,daily_cash
112000147,112/06/21,2023-06-21,"02,09,23,30,38",8000000,daily_cash
112000148,112/06/22,2023-06-22,"06,10,33,34,39",8000000,daily_cash
112000149,112/06/23,2023-06-23,"11,13,20,24,30",8000000,daily_cash
112000150,112/06/24,2023-06-24,"07,10,13,14,22",8000000,daily_cash
112000151,112/06/26,2023-06-26,"05,14,15,20,26",8000000,daily_cash
112000152,112/06/27,2023-06-27,"04,12,14,28,39",8000000,daily_cash
112000153,112/06/28,2023-06-28,"05,08,21,32,33",8000000,daily_cash
112000154,112/06/29,2023-06-29,"02,10,14,17,27",8000000,daily_cash
112000155,112/06/30,2023-06-30,"03,11,20,30,36",8000000,daily_cash
112000156,112/07/01,2023-07-01,"07,08,12,22,39",8000000,daily_cash
112000157,112/07/03,2023-07-03,"13,28,33,34,39",8000000,daily_cash
112000158,112/07/04,2023-07-04,"14,26,27,29,35",8000000,daily_cash
112000159,112/07/05,2023-07-05,"05,07,08,25,30",8000000,daily_cash
112000160,112/07/06,2023-07-06,"02,14,17,21,33",8000000,daily_cash
112000161,112/07/07,2023-07-07,"12,16,25,28,30",8000000,daily_cash
112000162,112/07/08,2023-07-08,"01,04,18,24,33",8000000,daily_cash
112000163,112/07/10,2023-07-10,"01,04,15,19,37",8000000,daily_cash
112000164,112/07/11,2023-07-11,"24,25,35,36,38",8000000,daily_cash
112000165,112/07/12,2023-07-12,"01,02,09,10,32",8000000,daily_cash
112000166,112/07/13,2023-07-13,"04,06,10,19,32",8000000,daily_cash
112000167,112/07/14,2023-07-14,"12,14,20,25,37",8000000,daily_cash
112000168,112/07/15,2023-07-15,"08,16,19,21,22",8000000,daily_cash
112000169,112/07/17,2023-07-17,"01,18,22,29,30",8000000,daily_cash
112000170,112/07/18,2023-07-18,"12,15,23,29,38",8000000,daily_cash
112000171,112/07/19,2023-07-19,"02,12,20,22,35",8000000,daily_cash
112000172,112/07/20,2023-07-20,"13,18,20,23,31",8000000,daily_cash
112000173,112/07/21,2023-07-21,"09,26,27,31,39",8000000,daily_cash
112000174,112/07/22,2023-07-22,"04,09,15,24,32",8000000,daily_cash
112000175,112/07/24,2023-07-24,"02,13,31,34,37",8000000,daily_cash
112000176,112/07/25,2023-07-25,"15,18,19,26,32",8000000,daily_cash
112000177,112/07/26,2023-07-26,"06,13,33,37,38",8000000,daily_cash
112000178,112/07/27,2023-07-27,"10,13,18,37,39",8000000,daily_cash
112000179,112/07/28,2023-07-28,"01,07,13,20,26",8000000,daily_cash
112000180,112/07/29,2023-07-29,"15,18,20,30,37",8000000,daily_cash
112000181,112/07/31,2023-07-31,"03,13,19,21,35",8000000,daily_cash
112000182,112/08/01,2023-08-01,"01,03,10,15,30",8000000,daily_cash
112000183,112/08/02,2023-08-02,"03,10,11,25,29",8000000,daily_cash
112000184,112/08/03,2023-08-03,"03,09,12,30,33",8000000,daily_cash
112000185,112/08/04,2023-08-04,"07,16,20,35,38",8000000,daily_cash
112000186,112/08/05,2023-08-05,"04,09,10,15,34",8000000,daily_cash
112000187,112/08/07,2023-08-07,"08,14,29,32,34",8000000,daily_cash
112000188,112/08/08,2023-08-08,"07,10,19,28,29",8000000,daily_cash
112000189,112/08/09,2023-08-09,"03,12,15,30,39",8000000,daily_cash
112000190,112/08/10,2023-08-10,"01,13,14,30,38",8000000,daily_cash
112000191,112/08/11,2023-08-11,"06,23,24,38,39",8000000,daily_cash
112000192,112/08/12,2023-08-12,"08,23,27,31,32",8000000,daily_cash
112000193,112/08/14,2023-08-14,"17,18,26,28,33",8000000,daily_cash
112000194,112/08/15,2023-08-15,"14,23,26,33,37",8000000,daily_cash
112000195,112/08/16,2023-08-16,"02,07,09,19,28",8000000,daily_cash
112000196,112/08/17,2023-08-17,"04,15,18,27,34",8000000,daily_cash
112000197,112/08/18,2023-08-18,"06,14,23,34,38",8000000,daily_cash
112000198,112/08/19,2023-08-19,"09,14,15,23,28",8000000,daily_cash
112000199,112/08/21,2023-08-21,"06,07,24,25,36",8000000,daily_cash
112000200,112/08/22,2023-08-22,"09,11,12,27,36",8000000,daily_cash
112000201,112/08/23,2023-08-23,"02,07,19,23,28",8000000,daily_cash
112000202,112/08/24,2023-08-24,"05,14,23,29,34",8000000,daily_cash
112000203,112/08/25,2023-08-25,"05,11,23,30,32",8000000,daily_cash
112000204,112/08/26,2023-08-26,"06,07,09,24,27",8000000,daily_cash
112000205,112/08/28,2023-08-28,"01,13,17,26,31",8000000,daily_cash
112000206,112/08/29,2023-08-29,"02,04,10,13,37",8000000,daily_cash
112000207,112/08/30,2023-08-30,"13,16,33,35,36",8000000,daily_cash
112000208,112/08/31,2023-08-31,"11,14,19,30,39",8000000,daily_cash
112000209,112/09/01,2023-09-01,"01,17,19,31,34",8000000,daily_cash
112000210,112/09/02,2023-09-02,"11,15,22,25,34",8000000,daily_cash
112000211,112/09/04,2023-09-04,"06,17,18,20,37",8000000,daily_cash
112000212,112/09/05,2023-09-05,"12,16,20,21,34",8000000,daily_cash
112000213,112/09/06,2023-09-06,"04,10,23,28,29",8000000,daily_cash
112000214,112/09/07,2023-09-07,"10,24,27,36,37",8000000,daily_cash
112000215,112/09/08,2023-09-08,"06,08,14,23,31",8000000,daily_cash
112000216,112/09/09,2023-09-09,"11,13,31,35,39",8000000,daily_cash
112000217,112/09/11,2023-09-11,"06,12,31,33,39",8000000,daily_cash
112000218,112/09/12,2023-09-12,"02,16,17,21,31",8000000,daily_cash
112000219,112/09/13,2023-09-13,"03,09,18,21,39",8000000,daily_cash
112000220,112/09/14,2023-09-14,"05,08,10,17,28",8000000,daily_cash
112000221,112/09/15,2023-09-15,"01,09,12,18,20",8000000,daily_cash
112000222,112/09/16,2023-09-16,"04,14,23,25,38",8000000,daily_cash
112000223,112/09/18,2023-09-18,"03,14,21,23,36",8000000,daily_cash
112000224,112/09/19,2023-09-19,"10,24,26,36,39",8000000,daily_cash
112000225,112/09/20,2023-09-20,"06,11,17,20,21",8000000,daily_cash
112000226,112/09/21,2023-09-21,"01,04,16,25,37",8000000,daily_cash
112000227,112/09/22,2023-09-22,"01,12,18,26,32",8000000,daily_cash
112000228,112/09/23,2023-09-23,"20,26,32,35,39",8000000,daily_cash
112000229,112/09/25,2023-09-25,"04,06,10,25,38",8000000,daily_cash
112000230,112/09/26,2023-09-26,"01,03,05,28,39",8000000,daily_cash
112000231,112/09/27,2023-09-27,"14,15,19,24,34",8000000,daily_cash
112000232,112/09/28,2023-09-28,"04,11,14,17,19",8000000,daily_cash
112000233,112/09/29,2023-09-29,"10,12,27,30,39",8000000,daily_cash
112000234,112/09/30,2023-09-30,"03,14,19,20,21",8000000,daily_cash
112000235,112/10/02,2023-10-02,"01,02,08,13,37",8000000,daily_cash
112000236,112/10/03,2023-10-03,"01,02,12,13,30",8000000,daily_cash
112000237,112/10/04,2023-10-04,"09,19,21,33,38",8000000,daily_cash
112000238,112/10/05,2023-10-05,"09,12,18,26,37",8000000,daily_cash
112000239,112/10/06,2023-10-06,"03,04,19,26,29",8000000,daily_cash
112000240,112/10/07,2023-10-07,"03,18,26,34,35",8000000,daily_cash
112000241,112/10/09,2023-10-09,"08,13,16,23,29",8000000,daily_cash
112000242,112/10/10,2023-10-10,"03,05,08,18,34",8000000,daily_cash
112000243,112/10/11,2023-10-11,"29,31,32,35,39",8000000,daily_cash
112000244,112/10/12,2023-10-12,"24,27,33,38,39",8000000,daily_cash
112000245,112/10/13,2023-10-13,"02,04,05,18,22",8000000,daily_cash
112000246,112/10/14,2023-10-14,"01,04,08,16,26",8000000,daily_cash
112000247,112/10/16,2023-10-16,"03,09,10,18,31",8000000,daily_cash
112000248,112/10/17,2023-10-17,"06,10,13,14,38",8000000,daily_cash
112000249,112/10/18,2023-10-18,"02,03,11,27,28",8000000,daily_cash
112000250,112/10/19,2023-10-19,"06,07,09,11,26",8000000,daily_cash
112000251,112/10/20,2023-10-20,"08,10,22,23,36",8000000,daily_cash
112000252,112/10/21,2023-10-21,"04,16,22,30,34",8000000,daily_cash
112000253,112/10/23,2023-10-23,"01,04,15,29,35",8000000,daily_cash
112000254,112/10/24,2023-10-24,"03,28,33,36,39",8000000,daily_cash
112000255,112/10/25,2023-10-25,"05,13,19,33,38",8000000,daily_cash
112000256,112/10/26,2023-10-26,"10,15,16,26,37",8000000,daily_cash
112000257,112/10/27,2023-10-27,"01,03,05,09,25",8000000,daily_cash
112000258,112/10/28,2023-10-28,"01,05,10,31,36",8000000,daily_cash
112000259,112/10/30,2023-10-30,"15,22,27,30,38",8000000,daily_cash
112000260,112/10/31,2023-10-31,"03,09,29,36,39",8000000,daily_cash
112000261,112/11/01,2023-11-01,"11,23,26,33,35",8000000,daily_cash
112000262,112/11/02,2023-11-02,"03,06,07,33,37",8000000,daily_cash
112000263,112/11/03,2023-11-03,"04,16,17,18,19",8000000,daily_cash
112000264,112/11/04,2023-11-04,"05,12,24,27,37",8000000,daily_cash
112000265,112/11/06,2023-11-06,"04,05,26,37,39",8000000,daily_cash
112000266,112/11/07,2023-11-07,"03,04,17,25,35",8000000,daily_cash
112000267,112/11/08,2023-11-08,"03,19,23,27,31",8000000,daily_cash
112000268,112/11/09,2023-11-09,"02,12,30,35,36",8000000,daily_cash
112000269,112/11/10,2023-11-10,"06,19,25,37,39",8000000,daily_cash
112000270,112/11/11,2023-11-11,"17,31,33,34,35",8000000,daily_cash
112000271,112/11/13,2023-11-13,"13,17,36,37,38",8000000,daily_cash
112000272,112/11/14,2023-11-14,"01,14,19,27,37",8000000,daily_cash
112000273,112/11/15,2023-11-15,"01,21,24,27,38",8000000,daily_cash
112000274,112/11/16,2023-11-16,"01,02,06,13,18",8000000,daily_cash
112000275,112/11/17,2023-11-17,"12,20,21,25,30",8000000,daily_cash
112000276,112/11/18,2023-11-18,"02,17,22,30,36",8000000,daily_cash
112000277,112/11/20,2023-11-20,"08,16,19,21,37",8000000,daily_cash
112000278,112/11/21,2023-11-21,"24,26,28,37,39",8000000,daily_cash
112000279,112/11/22,2023-11-22,"02,25,28,32,34",8000000,daily_cash
112000280,112/11/23,2023-11-23,"03,08,13,17,37",8000000,daily_cash
112000281,112/11/24,2023-11-24,"09,15,27,37,38",8000000,daily_cash
112000282,112/11/25,2023-11-25,"04,11,16,20,22",8000000,daily_cash
112000283,112/11/27,2023-11-27,"02,05,22,32,35",8000000,daily_cash
112000284,112/11/28,2023-11-28,"15,17,28,35,38",8000000,daily_cash
112000285,112/11/29,2023-11-29,"09,11,14,30,35",8000000,daily_cash
112000286,112/11/30,2023-11-30,"04,12,20,22,34",8000000,daily_cash
112000287,112/12/01,2023-12-01,"04,09,15,18,29",8000000,daily_cash
112000288,112/12/02,2023-12-02,"22,23,31,33,36",8000000,daily_cash
112000289,112/12/04,2023-12-04,"11,12,16,22,29",8000000,daily_cash
112000290,112/12/05,2023-12-05,"01,07,11,14,29",8000000,daily_cash
112000291,112/12/06,2023-12-06,"04,20,23,32,38",8000000,daily_cash
112000292,112/12/07,2023-12-07,"03,06,07,11,22",8000000,daily_cash
112000293,112/12/08,2023-12-08,"03,05,11,16,23",8000000,daily_cash
112000294,112/12/09,2023-12-09,"07,08,19,20,31",8000000,daily_cash
112000295,112/12/11,2023-12-11,"02,05,13,25,33",8000000,daily_cash
112000296,112/12/12,2023-12-12,"05,10,22,32,38",8000000,daily_cash
112000297,112/12/13,2023-12-13,"05,06,07,20,22",8000000,daily_cash
112000298,112/12/14,2023-12-14,"06,08,13,35,36",8000000,daily_cash
112000299,112/12/15,2023-12-15,"06,07,14,30,35",8000000,daily_cash
112000300,112/12/16,2023-12-16,"08,14,16,32,38",8000000,daily_cash
112000301,112/12/18,2023-12-18,"10,11,14,26,32",8000000,daily_cash
112000302,112/12/19,2023-12-19,"02,16,17,26,33",8000000,daily_cash
112000303,112/12/20,2023-12-20,"19,21,26,31,37",8000000,daily_cash
112000304,112/12/21,2023-12-21,"03,04,05,09,10",8000000,daily_cash
112000305,112/12/22,2023-12-22,"06,11,24,32,37",8000000,daily_cash
112000306,112/12/23,2023-12-23,"13,17,21,25,28",8000000,daily_cash
112000307,112/12/25,2023-12-25,"02,19,29,30,39",8000000,daily_cash
112000308,112/12/26,2023-12-26,"11,18,23,27,37",8000000,daily_cash
112000309,112/12/27,2023-12-27,"10,21,33,35,38",8000000,daily_cash
112000310,112/12/28,2023-12-28,"18,20,28,30,37",8000000,daily_cash
112000311,112/12/29,2023-12-29,"09,14,22,27,39",8000000,daily_cash
112000312,112/12/30,2023-12-30,"04,11,17,20,32",8000000,daily_cash
113000001,113/01/01,2024-01-01,"03,09,27,30,33",8000000,daily_cash
113000002,113/01/02,2024-01-02,"21,22,25,30,37",8000000,daily_cash
113000003,113/01/03,2024-01-03,"01,05,21,32,37",8000000,daily_cash
113000004,113/01/04,2024-01-04,"11,27,28,29,37",8000000,daily_cash
113000005,113/01/05,2024-01-05,"10,11,14,21,33",8000000,daily_cash
113000006,113/01/06,2024-01-06,"01,16,33,37,39",8000000,daily_cash
113000007,113/01/08,2024-01-08,"07,22,35,38,39",8000000,daily_cash
113000008,113/01/09,2024-01-09,"09,17,19,23,27",8000000,daily_cash
113000009,113/01/10,2024-01-10,"03,06,15,19,24",8000000,daily_cash
113000010,113/01/11,2024-01-11,"15,23,34,36,37",8000000,daily_cash
113000011,113/01/12,2024-01-12,"01,03,12,23,31",8000000,daily_cash
113000012,113/01/13,2024-01-13,"14,20,27,33,38",8000000,daily_cash
113000013,113/01/15,2024-01-15,"01,03,10,11,35",8000000,daily_cash
113000014,113/01/16,2024-01-16,"02,05,09,27,29",8000000,daily_cash
113000015,113/01/17,2024-01-17,"10,17,32,38,39",8000000,daily_cash
113000016,113/01/18,2024-01-18,"10,27,31,32,33",8000000,daily_cash
